training_history_length,mean_reward,mean_reward_per_round,mean_cooperation_rate,mean_defection_rate,memory
1,440.9074074074074,2.204537037037037,0.3523148148148148,0.6476851851851853,last 1
3,485.1666666666667,2.4258333333333333,0.6700925925925927,0.32990740740740737,last 3
