model,training_population,training_p_noise,test_opponent,episodes,n_rounds,p_noise,observation_mode,history_length,mean_reward,std_reward,mean_reward_per_round,mean_cooperation_rate,mean_defection_rate
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,soft_joss,100,200,0.1,last_n,3,438.59,20.6373908234544,2.1929499999999997,0.50155,0.49845
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,prober,100,200,0.1,last_n,3,424.51,81.30184438252309,2.12255,0.474,0.5259999999999999
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,prober_3,100,200,0.1,last_n,3,404.79,98.03073956672978,2.02395,0.4660000000000001,0.5339999999999999
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,hard_prober,100,200,0.1,last_n,3,421.83,84.81863651344555,2.10915,0.477,0.523
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,tft,100,200,0.2,last_n,3,453.97,22.28517668765496,2.26985,0.56335,0.43665
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,mist,100,200,0.2,last_n,3,451.3,22.335397914521245,2.2565,0.55845,0.44155
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,tftt,100,200,0.2,last_n,3,556.34,18.8580062572903,2.7817000000000003,0.72445,0.27555
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,hard_tft,100,200,0.2,last_n,3,311.63,23.59095377469932,1.55815,0.5559000000000001,0.44409999999999994
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,generous_tft,100,200,0.2,last_n,3,475.21,21.8413804508781,2.3760499999999998,0.59595,0.40405
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,alld,100,200,0.2,last_n,3,242.73,15.93728646915779,1.21365,0.4999500000000001,0.50005
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,soft_majo,100,200,0.2,last_n,3,572.58,77.02365610641966,2.8629000000000002,0.74025,0.25975000000000004
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,hard_majo,100,200,0.2,last_n,3,512.79,125.86725507454273,2.5639499999999997,0.6932999999999998,0.30670000000000003
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,joss,100,200,0.2,last_n,3,432.57,20.772219428842938,2.16285,0.5789,0.4211
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,soft_joss,100,200,0.2,last_n,3,443.35,23.837942444766497,2.21675,0.5722,0.42779999999999996
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,prober,100,200,0.2,last_n,3,417.9,80.8084772780678,2.0894999999999997,0.5473,0.45269999999999994
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,prober_3,100,200,0.2,last_n,3,391.81,97.85782492984401,1.95905,0.54045,0.45954999999999996
q_agent_population_exploitative_pnoise0p0_seed3,exploitative,0.0,hard_prober,100,200,0.2,last_n,3,418.47,79.19929987064279,2.09235,0.5495,0.45049999999999996
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,tft,100,200,0.0,last_n,3,438.0,0.0,2.19,0.45000000000000023,0.5499999999999998
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,mist,100,200,0.0,last_n,3,422.0,0.0,2.11,0.4200000000000001,0.58
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,tftt,100,200,0.0,last_n,3,628.0,0.0,3.14,0.52,0.48
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,hard_tft,100,200,0.0,last_n,3,152.0,0.0,0.76,0.26,0.7399999999999999
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,generous_tft,100,200,0.0,last_n,3,480.26,15.535520589925525,2.4013,0.46779999999999994,0.5322
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,alld,100,200,0.0,last_n,3,151.0,0.0,0.755,0.2450000000000001,0.7549999999999999
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,soft_majo,100,200,0.0,last_n,3,733.0,0.0,3.665,0.66,0.3400000000000001
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,hard_majo,100,200,0.0,last_n,3,151.0,0.0,0.755,0.2450000000000001,0.7549999999999999
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,joss,100,200,0.0,last_n,3,401.9,15.183873023705116,2.0095,0.4428,0.5572
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,soft_joss,100,200,0.0,last_n,3,422.14,11.606911733962656,2.1107,0.44840000000000013,0.5516
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,prober,100,200,0.0,last_n,3,436.0,0.0,2.18,0.43,0.5700000000000001
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,prober_3,100,200,0.0,last_n,3,432.0,0.0,2.16,0.43,0.5700000000000001
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,hard_prober,100,200,0.0,last_n,3,437.0,0.0,2.185,0.44,0.5600000000000003
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,tft,100,200,0.05,last_n,3,440.13,15.587594426337889,2.20065,0.44965000000000005,0.55035
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,mist,100,200,0.05,last_n,3,431.74,16.470349115911294,2.1587,0.43090000000000006,0.5691
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,tftt,100,200,0.05,last_n,3,620.43,17.13432519826795,3.10215,0.5550999999999999,0.4449
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,hard_tft,100,200,0.05,last_n,3,193.48,15.408101764980657,0.9673999999999999,0.31065000000000004,0.68935
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,generous_tft,100,200,0.05,last_n,3,478.51,20.18836050797588,2.39255,0.47029999999999994,0.5297000000000001
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,alld,100,200,0.05,last_n,3,175.36,10.788438255836663,0.8768,0.2870000000000001,0.7130000000000001
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,soft_majo,100,200,0.05,last_n,3,596.14,215.4588601102308,2.9807,0.57,0.43000000000000005
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,hard_majo,100,200,0.05,last_n,3,222.05,147.4184774714486,1.11025,0.3181500000000001,0.6818500000000001
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,joss,100,200,0.05,last_n,3,407.31,20.116508146296166,2.03655,0.44405,0.55595
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,soft_joss,100,200,0.05,last_n,3,424.2,14.829025591723822,2.121,0.44854999999999995,0.55145
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,prober,100,200,0.05,last_n,3,428.03,60.06470760771253,2.1401499999999998,0.43110000000000004,0.5689
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,prober_3,100,200,0.05,last_n,3,421.63,64.62130531024579,2.10815,0.42905,0.57095
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,hard_prober,100,200,0.05,last_n,3,426.26,59.66516906872888,2.1313,0.43589999999999995,0.5640999999999999
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,tft,100,200,0.1,last_n,3,445.82,18.673714145825407,2.2291,0.4575,0.5425
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,mist,100,200,0.1,last_n,3,439.13,20.608568606286074,2.19565,0.44300000000000006,0.5569999999999999
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,tftt,100,200,0.1,last_n,3,602.62,16.653996517352823,3.0131,0.5755500000000001,0.4244499999999999
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,hard_tft,100,200,0.1,last_n,3,231.44,18.027933880508883,1.1572,0.3567,0.6433
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,generous_tft,100,200,0.1,last_n,3,477.91,20.61751439917043,2.3895500000000003,0.47684999999999994,0.52315
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,alld,100,200,0.1,last_n,3,201.73,14.79584739039978,1.00865,0.3282,0.6718000000000001
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,soft_majo,100,200,0.1,last_n,3,544.93,207.92826912182963,2.7246499999999996,0.5596,0.4404
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,hard_majo,100,200,0.1,last_n,3,263.55,149.5359739326962,1.31775,0.3701499999999999,0.62985
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,joss,100,200,0.1,last_n,3,417.96,18.890696122694894,2.0898,0.45529999999999987,0.5447000000000002
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,soft_joss,100,200,0.1,last_n,3,430.99,19.22316051017626,2.15495,0.45785,0.54215
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,prober,100,200,0.1,last_n,3,419.31,77.49099237975986,2.09655,0.43394999999999995,0.5660499999999999
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,prober_3,100,200,0.1,last_n,3,400.14,92.83426307134667,2.0007,0.42595000000000005,0.57405
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,hard_prober,100,200,0.1,last_n,3,419.12,77.55788547916968,2.0956,0.43689999999999996,0.5631
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,tft,100,200,0.2,last_n,3,449.05,22.874166651487,2.24525,0.48305,0.51695
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,mist,100,200,0.2,last_n,3,445.39,21.238123740104726,2.22695,0.47715,0.5228499999999999
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,tftt,100,200,0.2,last_n,3,556.87,23.00289329627906,2.78435,0.5877499999999999,0.41225000000000006
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,hard_tft,100,200,0.2,last_n,3,295.89,19.20411153893874,1.47945,0.43735,0.56265
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,generous_tft,100,200,0.2,last_n,3,472.74,23.214056086776388,2.3637,0.50135,0.49865000000000004
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,alld,100,200,0.2,last_n,3,257.21,18.73355011736964,1.28605,0.41009999999999996,0.5899
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,soft_majo,100,200,0.2,last_n,3,511.6,153.18505149001973,2.5580000000000003,0.57555,0.42445
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,hard_majo,100,200,0.2,last_n,3,394.13,158.4902933936334,1.97065,0.49859999999999993,0.5014000000000001
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,joss,100,200,0.2,last_n,3,431.24,22.331645707381263,2.1562,0.48009999999999997,0.5199
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,soft_joss,100,200,0.2,last_n,3,439.22,23.863185034693085,2.1961,0.4815,0.5185
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,prober,100,200,0.2,last_n,3,416.6,71.19396041800174,2.083,0.46375,0.53625
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,prober_3,100,200,0.2,last_n,3,391.1,86.60017320998844,1.9555,0.45675000000000004,0.5432499999999999
q_agent_population_exploitative_pnoise0p1_seed1,exploitative,0.1,hard_prober,100,200,0.2,last_n,3,416.06,71.67312187982326,2.0803,0.46745,0.5325500000000001
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,tft,100,200,0.0,last_n,3,443.0,0.0,2.215,0.48,0.52
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,mist,100,200,0.0,last_n,3,436.0,0.0,2.18,0.475,0.525
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,tftt,100,200,0.0,last_n,3,613.0,0.0,3.065,0.5149999999999999,0.485
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,hard_tft,100,200,0.0,last_n,3,160.0,0.0,0.8,0.29,0.7099999999999997
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,generous_tft,100,200,0.0,last_n,3,479.67,12.635707340707127,2.39835,0.47900000000000015,0.5209999999999999
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,alld,100,200,0.0,last_n,3,146.0,0.0,0.73,0.27,0.7300000000000003
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,soft_majo,100,200,0.0,last_n,3,156.0,0.0,0.78,0.28000000000000014,0.7199999999999999
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,hard_majo,100,200,0.0,last_n,3,146.0,0.0,0.73,0.27,0.7300000000000003
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,joss,100,200,0.0,last_n,3,410.27,12.603852585618414,2.05135,0.47235,0.52765
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,soft_joss,100,200,0.0,last_n,3,426.52,11.17003133388622,2.1326,0.47684999999999994,0.52315
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,prober,100,200,0.0,last_n,3,452.0,0.0,2.26,0.49499999999999994,0.5050000000000001
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,prober_3,100,200,0.0,last_n,3,444.0,0.0,2.22,0.485,0.5149999999999999
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,hard_prober,100,200,0.0,last_n,3,449.0,0.0,2.245,0.485,0.5149999999999999
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,tft,100,200,0.05,last_n,3,434.52,16.868005216978087,2.1726,0.45235,0.54765
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,mist,100,200,0.05,last_n,3,428.85,16.09868007011755,2.14425,0.44815,0.5518500000000001
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,tftt,100,200,0.05,last_n,3,609.58,16.521004812056677,3.0479000000000003,0.5185,0.4815
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,hard_tft,100,200,0.05,last_n,3,195.81,16.020421342773727,0.97905,0.3275,0.6724999999999999
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,generous_tft,100,200,0.05,last_n,3,474.69,18.984043299571358,2.37345,0.46604999999999996,0.5339499999999999
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,alld,100,200,0.05,last_n,3,172.17,9.78064926270235,0.8608499999999999,0.30324999999999996,0.6967500000000001
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,soft_majo,100,200,0.05,last_n,3,276.52,201.29771384692873,1.3825999999999998,0.3677,0.6323
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,hard_majo,100,200,0.05,last_n,3,183.32,74.60923267263912,0.9166,0.30929999999999996,0.6907
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,joss,100,200,0.05,last_n,3,407.56,18.58780245214587,2.0378,0.44805,0.55195
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,soft_joss,100,200,0.05,last_n,3,421.5,17.96858369488258,2.1075,0.45525,0.5447500000000001
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,prober,100,200,0.05,last_n,3,438.56,16.450726427729567,2.1928,0.45990000000000003,0.5401
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,prober_3,100,200,0.05,last_n,3,419.83,63.60236709431497,2.09915,0.4473500000000001,0.55265
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,hard_prober,100,200,0.05,last_n,3,437.24,16.099142834325065,2.1862,0.45344999999999996,0.54655
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,tft,100,200,0.1,last_n,3,438.32,21.151775339200253,2.1915999999999998,0.44565,0.55435
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,mist,100,200,0.1,last_n,3,434.07,20.35448599203625,2.17035,0.4403499999999999,0.5596500000000001
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,tftt,100,200,0.1,last_n,3,595.3,17.62015890961259,2.9764999999999997,0.5363,0.46370000000000006
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,hard_tft,100,200,0.1,last_n,3,236.05,19.51121472384536,1.18025,0.37410000000000004,0.6259
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,generous_tft,100,200,0.1,last_n,3,472.26,18.804584547391627,2.3613,0.46905,0.53095
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,alld,100,200,0.1,last_n,3,199.4,14.690813456034352,0.997,0.3446999999999999,0.6553
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,soft_majo,100,200,0.1,last_n,3,332.78,206.51956711169044,1.6639,0.41825,0.58175
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,hard_majo,100,200,0.1,last_n,3,241.8,131.30833941528618,1.209,0.3691,0.6309
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,joss,100,200,0.1,last_n,3,413.43,21.31114966396698,2.06715,0.44745000000000007,0.55255
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,soft_joss,100,200,0.1,last_n,3,426.93,21.33131735266249,2.13465,0.44799999999999995,0.552
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,prober,100,200,0.1,last_n,3,432.89,49.61529905180457,2.16445,0.44899999999999984,0.551
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,prober_3,100,200,0.1,last_n,3,394.86,91.63252915859084,1.9743000000000002,0.4294,0.5706
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,hard_prober,100,200,0.1,last_n,3,431.36,49.12179149827497,2.1568,0.44179999999999997,0.5582
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,tft,100,200,0.2,last_n,3,448.04,20.246935570599316,2.2402,0.47759999999999997,0.5224
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,mist,100,200,0.2,last_n,3,447.03,19.349653743672004,2.23515,0.4750499999999998,0.5249500000000001
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,tftt,100,200,0.2,last_n,3,556.53,24.31725930280795,2.78265,0.56095,0.43905
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,hard_tft,100,200,0.2,last_n,3,296.94,20.080249002440183,1.4847,0.43945,0.56055
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,generous_tft,100,200,0.2,last_n,3,472.47,23.96349515408802,2.36235,0.5009,0.49910000000000004
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,alld,100,200,0.2,last_n,3,254.22,19.54716347708792,1.2711,0.42225000000000007,0.5777499999999999
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,soft_majo,100,200,0.2,last_n,3,433.42,166.60649327082064,2.1671,0.5155500000000001,0.48445
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,hard_majo,100,200,0.2,last_n,3,375.07,154.7463896186273,1.87535,0.48619999999999997,0.5138000000000001
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,joss,100,200,0.2,last_n,3,423.93,22.880233827476502,2.11965,0.4780500000000001,0.5219499999999999
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,soft_joss,100,200,0.2,last_n,3,437.82,21.32012195087073,2.1891,0.47480000000000006,0.5252
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,prober,100,200,0.2,last_n,3,432.27,59.73606197264764,2.16135,0.47559999999999997,0.5244000000000001
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,prober_3,100,200,0.2,last_n,3,391.64,88.53027956580732,1.9582,0.46135000000000004,0.53865
q_agent_population_exploitative_pnoise0p1_seed2,exploitative,0.1,hard_prober,100,200,0.2,last_n,3,432.21,59.168115569113745,2.16105,0.47174999999999995,0.52825
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,tft,100,200,0.0,last_n,3,463.0,0.0,2.315,0.5149999999999999,0.485
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,mist,100,200,0.0,last_n,3,459.0,0.0,2.295,0.5149999999999999,0.485
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,tftt,100,200,0.0,last_n,3,641.0,0.0,3.205,0.52,0.48
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,hard_tft,100,200,0.0,last_n,3,158.0,0.0,0.79,0.23000000000000004,0.7699999999999997
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,generous_tft,100,200,0.0,last_n,3,486.66,11.876211517146366,2.4333,0.50055,0.49944999999999995
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,alld,100,200,0.0,last_n,3,154.0,0.0,0.77,0.23000000000000004,0.7699999999999997
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,soft_majo,100,200,0.0,last_n,3,158.0,0.0,0.79,0.23000000000000004,0.7699999999999997
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,hard_majo,100,200,0.0,last_n,3,154.0,0.0,0.77,0.23000000000000004,0.7699999999999997
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,joss,100,200,0.0,last_n,3,419.6,16.979988221432897,2.0980000000000003,0.4981999999999999,0.5018
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,soft_joss,100,200,0.0,last_n,3,440.93,13.16605863574973,2.20465,0.50615,0.49384999999999996
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,prober,100,200,0.0,last_n,3,463.0,0.0,2.315,0.5099999999999998,0.4900000000000002
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,prober_3,100,200,0.0,last_n,3,458.0,0.0,2.29,0.5099999999999998,0.4900000000000002
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,hard_prober,100,200,0.0,last_n,3,465.0,0.0,2.325,0.52,0.48
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,tft,100,200,0.05,last_n,3,447.44,15.200210524857871,2.2372,0.48435,0.51565
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,mist,100,200,0.05,last_n,3,443.82,15.105879649990596,2.2191,0.4840500000000001,0.51595
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,tftt,100,200,0.05,last_n,3,615.62,15.356288614115066,3.0781,0.55005,0.44994999999999996
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,hard_tft,100,200,0.05,last_n,3,200.08,16.66174060535093,1.0004,0.31085,0.6891500000000002
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,generous_tft,100,200,0.05,last_n,3,481.11,15.684320195660376,2.40555,0.49095,0.5090500000000001
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,alld,100,200,0.05,last_n,3,174.27,9.26267240055482,0.8713500000000001,0.2913,0.7086999999999998
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,soft_majo,100,200,0.05,last_n,3,256.61,187.6248328446957,1.28305,0.3384500000000001,0.66155
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,hard_majo,100,200,0.05,last_n,3,200.46,112.27443342097077,1.0023,0.3072,0.6927999999999999
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,joss,100,200,0.05,last_n,3,414.25,18.90469518400125,2.07125,0.4783,0.5217
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,soft_joss,100,200,0.05,last_n,3,429.36,16.921891147268383,2.1468000000000003,0.47705,0.52295
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,prober,100,200,0.05,last_n,3,446.36,31.48095297159856,2.2318000000000002,0.48225,0.5177499999999999
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,prober_3,100,200,0.05,last_n,3,437.89,48.65406355074568,2.18945,0.47785000000000005,0.52215
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,hard_prober,100,200,0.05,last_n,3,450.69,15.966649617249072,2.25345,0.4915500000000001,0.50845
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,tft,100,200,0.1,last_n,3,443.95,17.061286586890215,2.21975,0.47670000000000007,0.5232999999999999
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,mist,100,200,0.1,last_n,3,440.74,17.50920900554905,2.2037,0.47575,0.52425
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,tftt,100,200,0.1,last_n,3,596.61,21.025173007611613,2.98305,0.5715,0.42849999999999994
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,hard_tft,100,200,0.1,last_n,3,237.5,19.05859386208752,1.1875,0.36735,0.63265
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,generous_tft,100,200,0.1,last_n,3,476.32,18.29747523567118,2.3816,0.4926,0.5074000000000001
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,alld,100,200,0.1,last_n,3,199.54,14.44189738226941,0.9976999999999999,0.33875,0.66125
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,soft_majo,100,200,0.1,last_n,3,313.84,197.77045886582758,1.5692,0.41090000000000004,0.5891000000000001
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,hard_majo,100,200,0.1,last_n,3,254.46,147.37621382027697,1.2723,0.3732,0.6268
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,joss,100,200,0.1,last_n,3,419.76,20.976234171080375,2.0987999999999998,0.4772,0.5228
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,soft_joss,100,200,0.1,last_n,3,433.32,19.183263538824672,2.1666,0.4756,0.5244
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,prober,100,200,0.1,last_n,3,437.68,50.83480697317538,2.1884,0.47375,0.52625
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,prober_3,100,200,0.1,last_n,3,420.21,74.34639130448767,2.10105,0.46629999999999994,0.5337000000000001
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,hard_prober,100,200,0.1,last_n,3,442.34,37.9183913160883,2.2117,0.4814,0.5186
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,tft,100,200,0.2,last_n,3,449.34,19.518309353015184,2.2466999999999997,0.4943000000000001,0.5056999999999999
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,mist,100,200,0.2,last_n,3,447.47,19.819916750581974,2.23735,0.49545,0.5045499999999999
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,tftt,100,200,0.2,last_n,3,559.85,20.78430898538607,2.7992500000000002,0.5962,0.40380000000000005
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,hard_tft,100,200,0.2,last_n,3,300.12,20.58799650281688,1.5006,0.44185,0.5581499999999999
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,generous_tft,100,200,0.2,last_n,3,471.73,21.735618233673502,2.35865,0.5113999999999999,0.48860000000000015
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,alld,100,200,0.2,last_n,3,253.86,21.460671005353024,1.2693,0.41899999999999993,0.5810000000000001
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,soft_majo,100,200,0.2,last_n,3,436.07,166.50460984609404,2.18035,0.5291000000000001,0.4708999999999999
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,hard_majo,100,200,0.2,last_n,3,398.96,156.77926648635653,1.9948,0.5036499999999999,0.49635000000000007
q_agent_population_exploitative_pnoise0p1_seed3,exploitative,0.1,joss,100,200,0.2,last_n,3,432.0,23.407691043757392,2.16,0.5012000000000001,0.49879999999999997
